timestamp_utc,open,high,low,close,volume
2025-06-09 00:00:00+00:00,105734.01,110530.17,105318.37,108645.12,50163.11928
2025-06-12 00:00:00+00:00,108645.13,108813.55,102664.31,105414.64,52758.42921
2025-06-15 00:00:00+00:00,105414.63,108952.38,103371.02,104551.17,39953.19612
2025-06-18 00:00:00+00:00,104551.17,106524.65,102345.0,103297.99,38066.31187
2025-06-21 00:00:00+00:00,103297.98,106074.2,98200.0,105333.93,67567.13013
2025-06-24 00:00:00+00:00,105333.94,108272.45,104622.02,106947.06,41926.12165
2025-06-27 00:00:00+00:00,106947.06,108528.5,106356.76,108356.93,22346.35034
2025-06-30 00:00:00+00:00,108356.93,109730.0,105100.19,108849.6,37951.6452
2025-07-03 00:00:00+00:00,108849.59,110529.18,107245.0,108198.12,28577.9241
2025-07-06 00:00:00+00:00,108198.12,109700.0,107429.57,108922.98,25069.00381
2025-07-09 00:00:00+00:00,108922.99,118869.98,108324.53,117527.66,68039.258313
2025-07-12 00:00:00+00:00,117527.66,123218.0,116900.05,119841.18,45266.746194
2025-07-15 00:00:00+00:00,119841.17,120998.71,115736.92,119177.56,64786.94585
2025-07-18 00:00:00+00:00,119177.56,120820.71,116467.02,117265.12,39523.39461
2025-07-21 00:00:00+00:00,117265.11,120247.8,116128.0,118755.99,52625.21184
2025-07-24 00:00:00+00:00,118756.0,119450.0,114723.16,117919.99,61204.91122
2025-07-27 00:00:00+00:00,117919.99,119800.0,116950.75,117950.76,38427.99118
2025-07-30 00:00:00+00:00,117950.75,118922.45,112722.58,113297.93,57083.84567
2025-08-02 00:00:00+00:00,113297.92,115720.0,111920.0,115055.03,28572.7739
2025-08-05 00:00:00+00:00,115055.03,117621.0,112650.0,117472.01,35272.50659
2025-08-08 00:00:00+00:00,117472.02,119311.11,115878.71,119294.01,33882.21495
2025-08-11 00:00:00+00:00,119294.27,123667.79,118050.11,123306.43,66424.51424
2025-08-14 00:00:00+00:00,123306.44,124474.0,116803.99,117380.66,47997.967496
2025-08-17 00:00:00+00:00,117380.66,118575.0,112732.58,112872.94,41710.0557
2025-08-20 00:00:00+00:00,112872.95,117429.05,111684.79,116935.99,49604.12466
2025-08-23 00:00:00+00:00,116936.0,117030.0,109274.1,110111.98,57688.14038
2025-08-26 00:00:00+00:00,110111.98,113485.9,108666.66,112566.9,42949.32496
2025-08-29 00:00:00+00:00,112566.9,112638.64,107350.1,108246.35,42778.218
2025-09-01 00:00:00+00:00,108246.36,112575.27,107255.0,111705.71,46337.61059
2025-09-04 00:00:00+00:00,111705.72,113384.62,109329.12,110187.97,38790.84321
2025-09-07 00:00:00+00:00,110187.98,113293.29,110180.0,111546.39,32642.98403
2025-09-10 00:00:00+00:00,111546.38,116665.63,110917.45,116029.42,46518.25661
2025-09-13 00:00:00+00:00,116029.41,116757.99,114384.0,115349.71,28189.5174
2025-09-16 00:00:00+00:00,115349.71,117900.0,114720.81,117073.53,39338.38845
2025-09-19 00:00:00+00:00,117073.53,117459.99,115100.0,115232.29,18178.54036
2025-09-22 00:00:00+00:00,115232.29,115379.25,111042.66,113307.0,45452.29353
2025-09-25 00:00:00+00:00,113307.01,113510.23,108620.07,109635.85,40975.95191
2025-09-28 00:00:00+00:00,109635.85,114792.0,109189.99,114048.93,38127.60798
2025-10-01 00:00:00+00:00,114048.94,123894.99,113966.67,122232.0,63643.55819
2025-10-04 00:00:00+00:00,122232.21,126199.63,121510.0,124658.54,49745.893126
2025-10-07 00:00:00+00:00,124658.54,125126.0,119651.47,121662.4,60205.97192
2025-10-10 00:00:00+00:00,121662.41,122550.0,102000.0,114958.8,131875.75851
2025-10-13 00:00:00+00:00,114958.81,115963.81,109866.0,110763.28,77414.05818
2025-10-16 00:00:00+00:00,110763.28,111982.45,103528.23,107185.01,78901.02856
2025-10-19 00:00:00+00:00,107185.0,114000.0,106103.36,108297.67,71902.12242
2025-10-22 00:00:00+00:00,108297.66,112104.98,106666.69,111004.89,61189.04658
2025-10-25 00:00:00+00:00,111004.9,116400.0,110672.86,114107.65,41312.67842
2025-10-28 00:00:00+00:00,114107.65,116086.0,106304.34,108322.88,62591.96471
2025-10-31 00:00:00+00:00,108322.87,111250.01,108275.28,110540.68,41003.70957
2025-11-03 00:00:00+00:00,110540.69,110750.0,98944.36,103885.16,112994.83726
2025-11-06 00:00:00+00:00,103885.16,104200.0,99260.86,102312.94,70264.91066
2025-11-09 00:00:00+00:00,102312.95,107500.0,101400.0,103058.99,63217.73487
2025-11-12 00:00:00+00:00,103059.0,105333.33,94012.45,94594.0,103944.29158
2025-11-15 00:00:00+00:00,94594.0,96846.68,91220.0,92215.14,78218.89707
2025-11-18 00:00:00+00:00,92215.14,93836.01,86100.0,86637.23,111854.97602
2025-11-21 00:00:00+00:00,86637.22,88127.64,80600.0,86830.0,106184.5236
2025-11-24 00:00:00+00:00,86830.0,90656.08,85272.0,90484.02,65905.99144
2025-11-27 00:00:00+00:00,90484.01,93092.0,90089.91,90802.44,43094.25235
2025-11-30 00:00:00+00:00,90802.44,92307.65,83822.76,91277.88,72406.98134
2025-12-03 00:00:00+00:00,91277.88,94150.0,88056.0,89330.04,65309.43862
2025-12-06 00:00:00+00:00,89330.04,92287.15,87719.28,90634.34,37224.25088
2025-12-09 00:00:00+00:00,90634.35,94588.99,89260.63,92513.38,60211.69855
2025-12-12 00:00:00+00:00,92513.38,92754.0,87577.36,88172.17,31991.83961
2025-12-15 00:00:00+00:00,88172.16,90365.85,85146.64,86243.22,58068.85936
2025-12-18 00:00:00+00:00,86243.23,89477.61,84450.01,88360.9,51785.19961
2025-12-21 00:00:00+00:00,88360.91,90588.23,86601.9,87486.0,35716.42132
2025-12-24 00:00:00+00:00,87486.0,89567.75,86420.0,87369.56,34582.0406
2025-12-27 00:00:00+00:00,87369.56,90406.08,87253.05,89586.76,16453.81482
